,Titre du poste,Domaine,Date publication,Pays,Zone,Compagnie,Spécialité,Date limite,Ville,Durée
0,Resilience Partnership and Learning Manager,Environnement et Sciences de la Terre,10 Juil 2020,Haiti,Bourdon,GOAL Haiti,Environnement,24 Juil 2020,Port-au-Prince,Déterminée
0,Infrastructures Manager,Sciences de l’Ingénieur,10 Juil 2020,Haiti,Centre ville de Jeemie,GOAL Haiti,Génie Civil,24 Juil 2020,Jeremie,Déterminée
0,Administrative Advisor,"Management/Gestion, Finance, Comptabilité et Commerce",10 Juil 2020,Haiti,"Head Quarter located at Caracol Industrial Park in Caracol Municipality, North East Province, Haiti",Pilot Project For Sustainable Electricity Distribution,Management/Gestion,24 Juil 2020,Caracol,"Until January 31, 2021, possible to be extended."
0,Assistant (e) Administratif (ve)/RCO,Secrétariat,9 Juil 2020,Haiti,,Programme des Nations Unies pour le Développement - Haiti,Assistante Administrative,24 Juil 2020,Port-au-Prince,6 mois
0,Assistant Comptable Analytique,"Management/Gestion, Finance, Comptabilité et Commerce",25 Juin 2020,Haiti,,prive,Comptabilité,24 Juil 2020,Port-au-Prince,Indéterminée
0,Software Developer,- - Non-defini - -,24 Juin 2020,Haiti,,ong,- - Non-defini - -,23 Juil 2020,Port-au-Prince,Indéterminée
0,Nutrition Officer,Santé et Professions médicales,15 Juil 2020,Haiti,,Plan International-Haiti,Nutrition,22 Juil 2020,Croix-des-Bouquets,7 mois
0,Coordonnateur (trice),Sciences de l’Education,14 Juil 2020,Haiti,JEAN RABEL,La Compagnie de Jesus / Foi et Joie Haiti,Psycho-pédagogie,21 Juil 2020,Jean-Rabel,Un (1) an
0,Ingénieur en batiment,"Architecture, Urbanisme et Aménagement du territoire",14 Juil 2020,Haiti,Ouanaminthe,La Compagnie de Jesus / Foi et Joie Haiti,Architecture,21 Juil 2020,Ouanaminthe,6 mois
0,Inspecteurs en bâtiments (H/F),"Architecture, Urbanisme et Aménagement du territoire",10 Juil 2020,Haiti,,Expertise France,Aménagement urbain,20 Juil 2020,Port-au-Prince,12 jours
0,Pharmacien/ne,Santé et Professions médicales,2 Juil 2020,Haiti,Deschapelles,Hopital Albert Schweitzer,Pharmacie,20 Juil 2020,Verrettes,Déterminée (1 an)
0,Ingenieur de Terrain,"Architecture, Urbanisme et Aménagement du territoire",14 Juil 2020,Haiti,"Le Grand Nord, le Sud, Sud-est, les Nippes, et la Grand Anse.",Habitat pour l'humanite Haiti,Architecture,19 Juil 2020,Port-au-Prince,Determinee
0,Mobilisateur Communautaire,Sciences Humaines et Sociales,14 Juil 2020,Haiti,Position basee aux Cayes.(avec des deplacements vers Port-au-Prince).,Habitat pour l'humanite Haiti,Sciences Sociales,19 Juil 2020,Cayes,Déterminée
0,Country Finance Manager,"Management/Gestion, Finance, Comptabilité et Commerce",1 Juil 2020,Haiti,,Plan International-Haiti,Comptabilité,19 Juil 2020,Delmas,1 year (renewable)
0,Brand Manager,Marketing,19 Juin 2020,Haiti,,prive,Ventes,18 Juil 2020,Port-au-Prince,Indéterminée
0,Assistante Administrative,"Management/Gestion, Finance, Comptabilité et Commerce",9 Juil 2020,Haiti,"4, Rue Ludovic, Delmas 83",Comite de Coordination Multisectoriel,Management/Gestion,17 Juil 2020,Port-au-Prince,déterminée
0,Consultant individuel,Sciences de l’Ingénieur,7 Juil 2020,Haiti,Pacot,Unité Technique d'Exécution du Ministère de l'Economie et des Finances,Génie Civil,17 Juil 2020,Port-au-Prince,Indéterminée
0,Agronome Terrain,Agriculture – Agroalimentaire,2 Juil 2020,Haiti,Jacmel et La Vallée de Jacmel,Croix Rouge Nerlandaise,Agronomie,15 Juil 2020,Port-au-Prince,3 mois avec possibilité de renouvellement
0,Coordonateur (trice) du Programme d’Urgence dans le Sud et la Grand’Anse,"Management/Gestion, Finance, Comptabilité et Commerce",2 Juil 2020,Haiti,Cayes,Save the Children en Haiti,Gestion de Projets,15 Juil 2020,Camp-Perrin,Déterminée
0,Agent Administratif,"Management/Gestion, Finance, Comptabilité et Commerce",26 Juin 2020,Haiti,"Departement du Sud-Est d'Haiti, Thiotte",WeltHungerHilfe (Agro Action Allemande),Gestion Financière,15 Juil 2020,Petion-Ville,"Contrat CDD, 12 mois avec 3 mois mois comme periode probatoire"
0,Coordonnateur de terrain,Agriculture – Agroalimentaire,26 Juin 2020,Haiti,"Departement du Sud-Est d'Haiti, Thiotte",WeltHungerHilfe (Agro Action Allemande),Ressources Naturelles et Environnement,15 Juil 2020,Petion-Ville,"Contrat CDD, 12 mois avec 3 mois  comme periode probatoire"
0,Développeur de site web et d'application mobile,Sciences Informatiques,9 Juil 2020,Haiti,Rue Fernand Canapé / Port au Prince,Fondation Serovie,Base de données,13 Juil 2020,Port-au-Prince,12 mois
0,Directrice Exécutive,"Management/Gestion, Finance, Comptabilité et Commerce",7 Juil 2020,Haiti,Petion-Ville,prive,Management/Gestion,12 Juil 2020,Petion-Ville,Indeterminée
0,Agent de liaison sécurité,Sécurité,2 Juil 2020,Haiti,Christ-Roi,Federation Handicap International,Sécurité,11 Juil 2020,Port-au-Prince,Déterminée
0,Responsable Contrôle Interne,"Management/Gestion, Finance, Comptabilité et Commerce",19 Juin 2020,Haiti,,prive,Management/Gestion,11 Juil 2020,Port-au-Prince,Indéterminée
0,"Officier de Communication du Service Environnement, Santé, Sureté et Social (ESSS) du Parc Industrie",Communication et Journalisme,25 Juin 2020,Haiti,Caracol,Unité Technique d'Exécution du Ministère de l'Economie et des Finances,Communication,10 Juil 2020,,Indéterminée
0,Conseiller(e) en Planification familiale,Santé et Professions médicales,24 Juin 2020,Haiti,Nord et Sud,Caris Fondation Internationale,Sages-Femmes,10 Juil 2020,,déterminée
0,Monitoring & Evaluation officer,- - Non-defini - -,10 Juin 2020,Haiti,,ong,- - Non-defini - -,10 Juil 2020,Port-au-Prince,Indéterminée
0,Grants Management Coordinator-Maternity Cover,"Management/Gestion, Finance, Comptabilité et Commerce",2 Juil 2020,Haiti,,Plan International-Haiti,Management/Gestion,8 Juil 2020,,3 mois
0,Comptable Senior,"Management/Gestion, Finance, Comptabilité et Commerce",1 Juil 2020,Haiti,"4, Juvénat 5 Pétion-Ville, Haïti",Global Communities - (formerly CHF),Comptabilité,7 Juil 2020,Petion-Ville,Indéterminée
0,Agent de terrain,Sciences économiques et politiques,22 Juin 2020,Haiti,Cité Soleil,Concern Worldwide Haiti,Economie,7 Juil 2020,Port-au-Prince,Déterminée
0,Chargé (e) de Programme Nutrition,Sciences Humaines et Sociales,22 Juin 2020,Haiti,Port-au-Prince avec des déplacements fréquents dans les zones d’intervention,Concern Worldwide Haiti,Sciences Sociales,7 Juil 2020,Port-au-Prince,Déterminée
0,Chargé (e) de Programme Marchés,Sciences Humaines et Sociales,22 Juin 2020,Haiti,Port-au-Prince avec des déplacements fréquents dans les zones d’intervention,Concern Worldwide Haiti,Sciences Sociales,7 Juil 2020,Port-au-Prince,Déterminée
0,Chargé (e) de Programme Sécurité Alimentaire et Moyens d’Existence (SAME),Sciences Humaines et Sociales,22 Juin 2020,Haiti,Port-au-Prince avec des déplacements fréquents dans les zones d’intervention,Concern Worldwide Haiti,Sciences Sociales,7 Juil 2020,Port-au-Prince,Déterminée
0,Responsable Programme EHA (Port-au-Prince),"Management/Gestion, Finance, Comptabilité et Commerce",23 Juil 2020,Haiti,"6,Rue Pierre Sully Bourdon",Solidarites International,Gestion de Projets,31 Juil 2020,Port-au-Prince,Déterminée
0,Chargé de Programme Transfert Monétaire,Sciences Humaines et Sociales,22 Juil 2020,Haiti,Port-au-Prince avec des déplacements fréquents dans les zones d'intervention,Concern Worldwide Haiti,Sciences Sociales,31 Juil 2020,Port-au-Prince,Déterminée
0,Responsable Logistique et Sécurité,Transport et Logistique,20 Juil 2020,Haiti,"Haïti, Port-au-Prince",Médecins du Monde - Canada,Logistique,31 Juil 2020,Port-au-Prince,1 an (renouvelable)
0,M&E Assistant,"Management/Gestion, Finance, Comptabilité et Commerce",24 Juil 2020,Haiti,,Plan International-Haiti,Management/Gestion,30 Juil 2020,Croix-des-Bouquets,7 mois
0,Assistante Administrative,Secrétariat,20 Juil 2020,Haiti,Port-au-Prince,Management Sciences for Health,Assistante Administrative,30 Juil 2020,,6 mois
0,Comptable,"Management/Gestion, Finance, Comptabilité et Commerce",20 Juil 2020,Haiti,Port-au-Prince,Management Sciences for Health,Comptabilité,30 Juil 2020,,6 mois
0,Health and Community Engagement Specialist (Full-Time Consutant),Santé et Professions médicales,17 Juil 2020,Haiti,Port-au-Prince et Provinces (30%),Management Sciences for Health,Management et Gestion des services de santé,30 Juil 2020,Port-au-Prince,6 mois
0,Gestionnaire de Stock,"Management/Gestion, Finance, Comptabilité et Commerce",30 Juin 2020,Haiti,Port-au-Prince,prive,Management/Gestion,30 Juil 2020,Port-au-Prince,Indéterminée
0,HIV Technical Lead,Santé et Professions médicales,16 Juil 2020,Haiti,"Sud, Nippes, Grand-Anse",Caris Foundation International,Médecine Générale,29 Juil 2020,Cayes,déterminée
0,Koòdinatè AKSYON pou pwodiksyon riral,Agriculture – Agroalimentaire,21 Juil 2020,Haiti,,Fondasyon Kole Zepol,Agronomie,27 Juil 2020,Port-au-Prince,Indéterminée
0,Digital Media Specialist,Communication et Journalisme,15 Juil 2020,Haiti,,Caris Foundation International,Communication,27 Juil 2020,Port-au-Prince,déterminée
0,Coordonnateur Technique,"Management/Gestion, Finance, Comptabilité et Commerce",8 Juil 2020,Haiti,PAP et Provinces (deplacements),Médecins du Monde - Canada,Gestion de Projets,26 Juil 2020,Port-au-Prince,6 mois (conditionnel à l’obtention du financement)
0,Lead Infrastructure Retrofit and Coordinator,"Architecture, Urbanisme et Aménagement du territoire",17 Juil 2020,Haiti,"The project will be implemented in five communes, Great North, South, South-East, Nippes and Grand-Anse.",Habitat pour l'humanite Haiti,Architecture,24 Juil 2020,Port-au-Prince,Déterminée
0,Child Health Regional Technical Lead,Santé et Professions médicales,15 Juil 2020,Haiti,"Nippes, Sud, Grand-Anse",Caris Foundation International,Pédiatrie,24 Juil 2020,Port-au-Prince,déterminée
0,Maternal Health Regional Technical Lead,Santé et Professions médicales,15 Juil 2020,Haiti,"Nippes, Sud, Grand-Anse",Caris Foundation International,Obstétrique Gynécologie,24 Juil 2020,Cayes,déterminée
0,Resilience Partnership and Learning Manager,Environnement et Sciences de la Terre,10 Juil 2020,Haiti,Bourdon,GOAL Haiti,Environnement,24 Juil 2020,Port-au-Prince,Déterminée
0,Infrastructures Manager,Sciences de l’Ingénieur,10 Juil 2020,Haiti,Centre ville de Jeemie,GOAL Haiti,Génie Civil,24 Juil 2020,Jeremie,Déterminée
0,Administrative Advisor,"Management/Gestion, Finance, Comptabilité et Commerce",10 Juil 2020,Haiti,"Head Quarter located at Caracol Industrial Park in Caracol Municipality, North East Province, Haiti",Pilot Project For Sustainable Electricity Distribution,Management/Gestion,24 Juil 2020,Caracol,"Until January 31, 2021, possible to be extended."
0,Assistant (e) Administratif (ve)/RCO,Secrétariat,9 Juil 2020,Haiti,,Programme des Nations Unies pour le Développement - Haiti,Assistante Administrative,24 Juil 2020,Port-au-Prince,6 mois
0,Assistant Comptable Analytique,"Management/Gestion, Finance, Comptabilité et Commerce",25 Juin 2020,Haiti,,prive,Comptabilité,24 Juil 2020,Port-au-Prince,Indéterminée
0,Software Developer,- - Non-defini - -,24 Juin 2020,Haiti,,ong,- - Non-defini - -,23 Juil 2020,Port-au-Prince,Indéterminée
0,Nutrition Officer,Santé et Professions médicales,15 Juil 2020,Haiti,,Plan International-Haiti,Nutrition,22 Juil 2020,Croix-des-Bouquets,7 mois
0,Coordonnateur (trice),Sciences de l’Education,14 Juil 2020,Haiti,JEAN RABEL,La Compagnie de Jesus / Foi et Joie Haiti,Psycho-pédagogie,21 Juil 2020,Jean-Rabel,Un (1) an
0,Ingénieur en batiment,"Architecture, Urbanisme et Aménagement du territoire",14 Juil 2020,Haiti,Ouanaminthe,La Compagnie de Jesus / Foi et Joie Haiti,Architecture,21 Juil 2020,Ouanaminthe,6 mois
0,Inspecteurs en bâtiments (H/F),"Architecture, Urbanisme et Aménagement du territoire",10 Juil 2020,Haiti,,Expertise France,Aménagement urbain,20 Juil 2020,Port-au-Prince,12 jours
0,Pharmacien/ne,Santé et Professions médicales,2 Juil 2020,Haiti,Deschapelles,Hopital Albert Schweitzer,Pharmacie,20 Juil 2020,Verrettes,Déterminée (1 an)
0,Ingenieur de Terrain,"Architecture, Urbanisme et Aménagement du territoire",14 Juil 2020,Haiti,"Le Grand Nord, le Sud, Sud-est, les Nippes, et la Grand Anse.",Habitat pour l'humanite Haiti,Architecture,19 Juil 2020,Port-au-Prince,Determinee
0,Mobilisateur Communautaire,Sciences Humaines et Sociales,14 Juil 2020,Haiti,Position basee aux Cayes.(avec des deplacements vers Port-au-Prince).,Habitat pour l'humanite Haiti,Sciences Sociales,19 Juil 2020,Cayes,Déterminée
0,Country Finance Manager,"Management/Gestion, Finance, Comptabilité et Commerce",1 Juil 2020,Haiti,,Plan International-Haiti,Comptabilité,19 Juil 2020,Delmas,1 year (renewable)
0,Brand Manager,Marketing,19 Juin 2020,Haiti,,prive,Ventes,18 Juil 2020,Port-au-Prince,Indéterminée
0,Assistante Administrative,"Management/Gestion, Finance, Comptabilité et Commerce",9 Juil 2020,Haiti,"4, Rue Ludovic, Delmas 83",Comite de Coordination Multisectoriel,Management/Gestion,17 Juil 2020,Port-au-Prince,déterminée
0,Consultant individuel,Sciences de l’Ingénieur,7 Juil 2020,Haiti,Pacot,Unité Technique d'Exécution du Ministère de l'Economie et des Finances,Génie Civil,17 Juil 2020,Port-au-Prince,Indéterminée
0,Agronome Terrain,Agriculture – Agroalimentaire,2 Juil 2020,Haiti,Jacmel et La Vallée de Jacmel,Croix Rouge Nerlandaise,Agronomie,15 Juil 2020,Port-au-Prince,3 mois avec possibilité de renouvellement
0,Coordonateur (trice) du Programme d’Urgence dans le Sud et la Grand’Anse,"Management/Gestion, Finance, Comptabilité et Commerce",2 Juil 2020,Haiti,Cayes,Save the Children en Haiti,Gestion de Projets,15 Juil 2020,Camp-Perrin,Déterminée
0,Agent Administratif,"Management/Gestion, Finance, Comptabilité et Commerce",26 Juin 2020,Haiti,"Departement du Sud-Est d'Haiti, Thiotte",WeltHungerHilfe (Agro Action Allemande),Gestion Financière,15 Juil 2020,Petion-Ville,"Contrat CDD, 12 mois avec 3 mois mois comme periode probatoire"
0,Coordonnateur de terrain,Agriculture – Agroalimentaire,26 Juin 2020,Haiti,"Departement du Sud-Est d'Haiti, Thiotte",WeltHungerHilfe (Agro Action Allemande),Ressources Naturelles et Environnement,15 Juil 2020,Petion-Ville,"Contrat CDD, 12 mois avec 3 mois  comme periode probatoire"
0,Développeur de site web et d'application mobile,Sciences Informatiques,9 Juil 2020,Haiti,Rue Fernand Canapé / Port au Prince,Fondation Serovie,Base de données,13 Juil 2020,Port-au-Prince,12 mois
0,Directrice Exécutive,"Management/Gestion, Finance, Comptabilité et Commerce",7 Juil 2020,Haiti,Petion-Ville,prive,Management/Gestion,12 Juil 2020,Petion-Ville,Indeterminée
0,Agent de liaison sécurité,Sécurité,2 Juil 2020,Haiti,Christ-Roi,Federation Handicap International,Sécurité,11 Juil 2020,Port-au-Prince,Déterminée
0,Responsable Contrôle Interne,"Management/Gestion, Finance, Comptabilité et Commerce",19 Juin 2020,Haiti,,prive,Management/Gestion,11 Juil 2020,Port-au-Prince,Indéterminée
0,"Officier de Communication du Service Environnement, Santé, Sureté et Social (ESSS) du Parc Industrie",Communication et Journalisme,25 Juin 2020,Haiti,Caracol,Unité Technique d'Exécution du Ministère de l'Economie et des Finances,Communication,10 Juil 2020,,Indéterminée
0,Conseiller(e) en Planification familiale,Santé et Professions médicales,24 Juin 2020,Haiti,Nord et Sud,Caris Fondation Internationale,Sages-Femmes,10 Juil 2020,,déterminée
0,Monitoring & Evaluation officer,- - Non-defini - -,10 Juin 2020,Haiti,,ong,- - Non-defini - -,10 Juil 2020,Port-au-Prince,Indéterminée
0,Grants Management Coordinator-Maternity Cover,"Management/Gestion, Finance, Comptabilité et Commerce",2 Juil 2020,Haiti,,Plan International-Haiti,Management/Gestion,8 Juil 2020,,3 mois
0,Comptable Senior,"Management/Gestion, Finance, Comptabilité et Commerce",1 Juil 2020,Haiti,"4, Juvénat 5 Pétion-Ville, Haïti",Global Communities - (formerly CHF),Comptabilité,7 Juil 2020,Petion-Ville,Indéterminée
0,Agent de terrain,Sciences économiques et politiques,22 Juin 2020,Haiti,Cité Soleil,Concern Worldwide Haiti,Economie,7 Juil 2020,Port-au-Prince,Déterminée
0,Chargé (e) de Programme Nutrition,Sciences Humaines et Sociales,22 Juin 2020,Haiti,Port-au-Prince avec des déplacements fréquents dans les zones d’intervention,Concern Worldwide Haiti,Sciences Sociales,7 Juil 2020,Port-au-Prince,Déterminée
0,Chargé (e) de Programme Marchés,Sciences Humaines et Sociales,22 Juin 2020,Haiti,Port-au-Prince avec des déplacements fréquents dans les zones d’intervention,Concern Worldwide Haiti,Sciences Sociales,7 Juil 2020,Port-au-Prince,Déterminée
0,Chargé (e) de Programme Sécurité Alimentaire et Moyens d’Existence (SAME),Sciences Humaines et Sociales,22 Juin 2020,Haiti,Port-au-Prince avec des déplacements fréquents dans les zones d’intervention,Concern Worldwide Haiti,Sciences Sociales,7 Juil 2020,Port-au-Prince,Déterminée
0,Responsable Programme EHA (Port-au-Prince),"Management/Gestion, Finance, Comptabilité et Commerce",23 Juil 2020,Haiti,"6,Rue Pierre Sully Bourdon",Solidarites International,Gestion de Projets,31 Juil 2020,Port-au-Prince,Déterminée
0,Chargé de Programme Transfert Monétaire,Sciences Humaines et Sociales,22 Juil 2020,Haiti,Port-au-Prince avec des déplacements fréquents dans les zones d'intervention,Concern Worldwide Haiti,Sciences Sociales,31 Juil 2020,Port-au-Prince,Déterminée
0,Responsable Logistique et Sécurité,Transport et Logistique,20 Juil 2020,Haiti,"Haïti, Port-au-Prince",Médecins du Monde - Canada,Logistique,31 Juil 2020,Port-au-Prince,1 an (renouvelable)
0,M&E Assistant,"Management/Gestion, Finance, Comptabilité et Commerce",24 Juil 2020,Haiti,,Plan International-Haiti,Management/Gestion,30 Juil 2020,Croix-des-Bouquets,7 mois
0,Assistante Administrative,Secrétariat,20 Juil 2020,Haiti,Port-au-Prince,Management Sciences for Health,Assistante Administrative,30 Juil 2020,,6 mois
0,Comptable,"Management/Gestion, Finance, Comptabilité et Commerce",20 Juil 2020,Haiti,Port-au-Prince,Management Sciences for Health,Comptabilité,30 Juil 2020,,6 mois
0,Health and Community Engagement Specialist (Full-Time Consutant),Santé et Professions médicales,17 Juil 2020,Haiti,Port-au-Prince et Provinces (30%),Management Sciences for Health,Management et Gestion des services de santé,30 Juil 2020,Port-au-Prince,6 mois
0,Gestionnaire de Stock,"Management/Gestion, Finance, Comptabilité et Commerce",30 Juin 2020,Haiti,Port-au-Prince,prive,Management/Gestion,30 Juil 2020,Port-au-Prince,Indéterminée
0,HIV Technical Lead,Santé et Professions médicales,16 Juil 2020,Haiti,"Sud, Nippes, Grand-Anse",Caris Foundation International,Médecine Générale,29 Juil 2020,Cayes,déterminée
0,Koòdinatè AKSYON pou pwodiksyon riral,Agriculture – Agroalimentaire,21 Juil 2020,Haiti,,Fondasyon Kole Zepol,Agronomie,27 Juil 2020,Port-au-Prince,Indéterminée
0,Digital Media Specialist,Communication et Journalisme,15 Juil 2020,Haiti,,Caris Foundation International,Communication,27 Juil 2020,Port-au-Prince,déterminée
0,Coordonnateur Technique,"Management/Gestion, Finance, Comptabilité et Commerce",8 Juil 2020,Haiti,PAP et Provinces (deplacements),Médecins du Monde - Canada,Gestion de Projets,26 Juil 2020,Port-au-Prince,6 mois (conditionnel à l’obtention du financement)
0,Lead Infrastructure Retrofit and Coordinator,"Architecture, Urbanisme et Aménagement du territoire",17 Juil 2020,Haiti,"The project will be implemented in five communes, Great North, South, South-East, Nippes and Grand-Anse.",Habitat pour l'humanite Haiti,Architecture,24 Juil 2020,Port-au-Prince,Déterminée
0,Child Health Regional Technical Lead,Santé et Professions médicales,15 Juil 2020,Haiti,"Nippes, Sud, Grand-Anse",Caris Foundation International,Pédiatrie,24 Juil 2020,Port-au-Prince,déterminée
0,Maternal Health Regional Technical Lead,Santé et Professions médicales,15 Juil 2020,Haiti,"Nippes, Sud, Grand-Anse",Caris Foundation International,Obstétrique Gynécologie,24 Juil 2020,Cayes,déterminée
0,Resilience Partnership and Learning Manager,Environnement et Sciences de la Terre,10 Juil 2020,Haiti,Bourdon,GOAL Haiti,Environnement,24 Juil 2020,Port-au-Prince,Déterminée
0,Infrastructures Manager,Sciences de l’Ingénieur,10 Juil 2020,Haiti,Centre ville de Jeemie,GOAL Haiti,Génie Civil,24 Juil 2020,Jeremie,Déterminée
0,Administrative Advisor,"Management/Gestion, Finance, Comptabilité et Commerce",10 Juil 2020,Haiti,"Head Quarter located at Caracol Industrial Park in Caracol Municipality, North East Province, Haiti",Pilot Project For Sustainable Electricity Distribution,Management/Gestion,24 Juil 2020,Caracol,"Until January 31, 2021, possible to be extended."
0,Assistant (e) Administratif (ve)/RCO,Secrétariat,9 Juil 2020,Haiti,,Programme des Nations Unies pour le Développement - Haiti,Assistante Administrative,24 Juil 2020,Port-au-Prince,6 mois
0,Assistant Comptable Analytique,"Management/Gestion, Finance, Comptabilité et Commerce",25 Juin 2020,Haiti,,prive,Comptabilité,24 Juil 2020,Port-au-Prince,Indéterminée
0,Software Developer,- - Non-defini - -,24 Juin 2020,Haiti,,ong,- - Non-defini - -,23 Juil 2020,Port-au-Prince,Indéterminée
0,Nutrition Officer,Santé et Professions médicales,15 Juil 2020,Haiti,,Plan International-Haiti,Nutrition,22 Juil 2020,Croix-des-Bouquets,7 mois
0,Coordonnateur (trice),Sciences de l’Education,14 Juil 2020,Haiti,JEAN RABEL,La Compagnie de Jesus / Foi et Joie Haiti,Psycho-pédagogie,21 Juil 2020,Jean-Rabel,Un (1) an
0,Ingénieur en batiment,"Architecture, Urbanisme et Aménagement du territoire",14 Juil 2020,Haiti,Ouanaminthe,La Compagnie de Jesus / Foi et Joie Haiti,Architecture,21 Juil 2020,Ouanaminthe,6 mois
0,Inspecteurs en bâtiments (H/F),"Architecture, Urbanisme et Aménagement du territoire",10 Juil 2020,Haiti,,Expertise France,Aménagement urbain,20 Juil 2020,Port-au-Prince,12 jours
0,Pharmacien/ne,Santé et Professions médicales,2 Juil 2020,Haiti,Deschapelles,Hopital Albert Schweitzer,Pharmacie,20 Juil 2020,Verrettes,Déterminée (1 an)
0,Ingenieur de Terrain,"Architecture, Urbanisme et Aménagement du territoire",14 Juil 2020,Haiti,"Le Grand Nord, le Sud, Sud-est, les Nippes, et la Grand Anse.",Habitat pour l'humanite Haiti,Architecture,19 Juil 2020,Port-au-Prince,Determinee
0,Mobilisateur Communautaire,Sciences Humaines et Sociales,14 Juil 2020,Haiti,Position basee aux Cayes.(avec des deplacements vers Port-au-Prince).,Habitat pour l'humanite Haiti,Sciences Sociales,19 Juil 2020,Cayes,Déterminée
0,Country Finance Manager,"Management/Gestion, Finance, Comptabilité et Commerce",1 Juil 2020,Haiti,,Plan International-Haiti,Comptabilité,19 Juil 2020,Delmas,1 year (renewable)
0,Brand Manager,Marketing,19 Juin 2020,Haiti,,prive,Ventes,18 Juil 2020,Port-au-Prince,Indéterminée
0,Assistante Administrative,"Management/Gestion, Finance, Comptabilité et Commerce",9 Juil 2020,Haiti,"4, Rue Ludovic, Delmas 83",Comite de Coordination Multisectoriel,Management/Gestion,17 Juil 2020,Port-au-Prince,déterminée
0,Consultant individuel,Sciences de l’Ingénieur,7 Juil 2020,Haiti,Pacot,Unité Technique d'Exécution du Ministère de l'Economie et des Finances,Génie Civil,17 Juil 2020,Port-au-Prince,Indéterminée
0,Agronome Terrain,Agriculture – Agroalimentaire,2 Juil 2020,Haiti,Jacmel et La Vallée de Jacmel,Croix Rouge Nerlandaise,Agronomie,15 Juil 2020,Port-au-Prince,3 mois avec possibilité de renouvellement
0,Coordonateur (trice) du Programme d’Urgence dans le Sud et la Grand’Anse,"Management/Gestion, Finance, Comptabilité et Commerce",2 Juil 2020,Haiti,Cayes,Save the Children en Haiti,Gestion de Projets,15 Juil 2020,Camp-Perrin,Déterminée
0,Agent Administratif,"Management/Gestion, Finance, Comptabilité et Commerce",26 Juin 2020,Haiti,"Departement du Sud-Est d'Haiti, Thiotte",WeltHungerHilfe (Agro Action Allemande),Gestion Financière,15 Juil 2020,Petion-Ville,"Contrat CDD, 12 mois avec 3 mois mois comme periode probatoire"
0,Coordonnateur de terrain,Agriculture – Agroalimentaire,26 Juin 2020,Haiti,"Departement du Sud-Est d'Haiti, Thiotte",WeltHungerHilfe (Agro Action Allemande),Ressources Naturelles et Environnement,15 Juil 2020,Petion-Ville,"Contrat CDD, 12 mois avec 3 mois  comme periode probatoire"
0,Développeur de site web et d'application mobile,Sciences Informatiques,9 Juil 2020,Haiti,Rue Fernand Canapé / Port au Prince,Fondation Serovie,Base de données,13 Juil 2020,Port-au-Prince,12 mois
0,Directrice Exécutive,"Management/Gestion, Finance, Comptabilité et Commerce",7 Juil 2020,Haiti,Petion-Ville,prive,Management/Gestion,12 Juil 2020,Petion-Ville,Indeterminée
0,Agent de liaison sécurité,Sécurité,2 Juil 2020,Haiti,Christ-Roi,Federation Handicap International,Sécurité,11 Juil 2020,Port-au-Prince,Déterminée
0,Responsable Contrôle Interne,"Management/Gestion, Finance, Comptabilité et Commerce",19 Juin 2020,Haiti,,prive,Management/Gestion,11 Juil 2020,Port-au-Prince,Indéterminée
0,"Officier de Communication du Service Environnement, Santé, Sureté et Social (ESSS) du Parc Industrie",Communication et Journalisme,25 Juin 2020,Haiti,Caracol,Unité Technique d'Exécution du Ministère de l'Economie et des Finances,Communication,10 Juil 2020,,Indéterminée
0,Conseiller(e) en Planification familiale,Santé et Professions médicales,24 Juin 2020,Haiti,Nord et Sud,Caris Fondation Internationale,Sages-Femmes,10 Juil 2020,,déterminée
0,Monitoring & Evaluation officer,- - Non-defini - -,10 Juin 2020,Haiti,,ong,- - Non-defini - -,10 Juil 2020,Port-au-Prince,Indéterminée
0,Grants Management Coordinator-Maternity Cover,"Management/Gestion, Finance, Comptabilité et Commerce",2 Juil 2020,Haiti,,Plan International-Haiti,Management/Gestion,8 Juil 2020,,3 mois
0,Comptable Senior,"Management/Gestion, Finance, Comptabilité et Commerce",1 Juil 2020,Haiti,"4, Juvénat 5 Pétion-Ville, Haïti",Global Communities - (formerly CHF),Comptabilité,7 Juil 2020,Petion-Ville,Indéterminée
0,Agent de terrain,Sciences économiques et politiques,22 Juin 2020,Haiti,Cité Soleil,Concern Worldwide Haiti,Economie,7 Juil 2020,Port-au-Prince,Déterminée
0,Chargé (e) de Programme Nutrition,Sciences Humaines et Sociales,22 Juin 2020,Haiti,Port-au-Prince avec des déplacements fréquents dans les zones d’intervention,Concern Worldwide Haiti,Sciences Sociales,7 Juil 2020,Port-au-Prince,Déterminée
0,Chargé (e) de Programme Marchés,Sciences Humaines et Sociales,22 Juin 2020,Haiti,Port-au-Prince avec des déplacements fréquents dans les zones d’intervention,Concern Worldwide Haiti,Sciences Sociales,7 Juil 2020,Port-au-Prince,Déterminée
0,Chargé (e) de Programme Sécurité Alimentaire et Moyens d’Existence (SAME),Sciences Humaines et Sociales,22 Juin 2020,Haiti,Port-au-Prince avec des déplacements fréquents dans les zones d’intervention,Concern Worldwide Haiti,Sciences Sociales,7 Juil 2020,Port-au-Prince,Déterminée
