,id_,institution,post,domaine
14,6399,Chemonics / IFMS,Teacher Monitoring and Coaching Specialist,Sciences de l’Education
15,6400,Chemonics / IFMS,Teacher Training Specialist,Sciences de l’Education
16,6401,Chemonics / IFMS,Curriculum and Materials Development Specialist,Sciences de l’Education
17,6402,Chemonics / IFMS,Supplementary Teaching and Learning Materials Specialist,Sciences de l’Education
18,6403,Chemonics / IFMS,Capacity Building Advisor,Sciences de l’Education
19,6404,Chemonics / IFMS,Learning Assessment Advisor,Sciences de l’Education
20,6405,Chemonics / IFMS,Senior Operations/Partners Fund Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
21,6406,Chemonics / IFMS,Partners Fund Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
22,6407,Chemonics / IFMS,Regional Program Manager (Saint Marc and Cap Haitian),Sciences de l’Education
23,6408,Chemonics / IFMS,Learning Assessment Specialist,Sciences de l’Education
24,6409,Chemonics / IFMS,Capacity Building Specialist,Sciences de l’Education
25,6410,Chemonics / IFMS,Office Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
26,6411,Chemonics / IFMS,Accountant,"Management/Gestion, Finance, Comptabilité et Commerce"
27,6363,KonbitSante:Cap Haitien Health Partnership,Health Facility Program Manager,Santé et Professions médicales
28,6361,Cordaid Haiti,Assistant Logisticien,"Management/Gestion, Finance, Comptabilité et Commerce"
29,6362,FHI,Principal en éducation et en formation,Sciences de l’Education
30,6341,MSH,Consultant National de la Note Conceptuelle Malaria,Santé et Professions médicales
31,6340,MSH,"Consultant National Analyse des Gaps, Note Conceptuelle Malaria",Santé et Professions médicales
32,6372,Save the Children en Haiti,Monitoring Evaluation Accountability & Learning (MEAL) Officer,Sciences Humaines et Sociales
33,6373,Save the Children en Haiti,Sponsorship Communications and Data Quality Coordinator,Communication et Journalisme
34,6374,Save the Children en Haiti,Award and Cost Accountant,"Management/Gestion, Finance, Comptabilité et Commerce"
35,6376,CARE Haiti,Coordonnateur de Terrain,Sciences Humaines et Sociales
36,6351,Croix Rouge Americaine,Youth Project Officer (National),Sciences Humaines et Sociales
37,6352,Croix Rouge Americaine,Grants Coordinator (National),"Management/Gestion, Finance, Comptabilité et Commerce"
38,6346,Croix Rouge Americaine,LAMIKA Deputy Program Manager (National & International),"Management/Gestion, Finance, Comptabilité et Commerce"
39,6347,MDE/MACAYA,Assistant en Passation de Marché,"Management/Gestion, Finance, Comptabilité et Commerce"
40,6371,IFRC,Communications Officer,Communication et Journalisme
41,6370,USAID/LOKAL+,Sociologue / Economiste,Sciences Humaines et Sociales
42,6365,CARE Haiti,Officier de Communication et de Redevabilité,Sciences Humaines et Sociales
43,6367,Paris School of Economics,Enquêteur/Enquêtrice pour étude agro-économique,Agriculture – Agroalimentaire
44,6357,MARNDR/PROGEBA,Renforcement  de la cellule « Aménagement du territoire» et de la Commission de Péligre  au CIAT,Agriculture – Agroalimentaire
45,6342,URC,Coordonnateur Départemental,Santé et Professions médicales
46,6179,UMCOR,Acting Human Resources Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
47,6348,Secteur ong,Coordinateur de l’Unité Accessibilité Universelle,"Architecture, Urbanisme et Aménagement du territoire"
48,6349,FAO,Office Assistant,"Management/Gestion, Finance, Comptabilité et Commerce"
0,6345,GOAL Haiti,Procurement Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
1,6099,UMCOR,Construction Monitoring Engineer,Sciences de l’Ingénieur
2,6358,Plan International-Haiti,Policy & Advocacy Officer - Comité de Coordination des ONGs (CCO),Communication et Journalisme
3,6324,MDM France,"Analyse des données d’une enquête CAP (Connaissances, Attitudes et Pratiques)",Santé et Professions médicales
4,6335,Universite Publique du Centre,Secretaire General,"Management/Gestion, Finance, Comptabilité et Commerce"
5,6336,Universite Publique du Centre,Directeur Administratif,"Management/Gestion, Finance, Comptabilité et Commerce"
6,6339,Concern Worldwide Haiti,Un Technicien spécialisé dans le Modèle de Graduation,Sciences Humaines et Sociales
7,6329,GOAL Haiti,Chef de projet HPP,Sciences Humaines et Sociales
8,6330,GOAL Haiti,Assistant Sécurité Alimentaire,Agriculture – Agroalimentaire
9,6333,GOAL Haiti,Gressier Base Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
10,6271,Citibank S.A.,Relationship Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
11,6302,Citibank S.A.,Internal Audit Head,"Management/Gestion, Finance, Comptabilité et Commerce"
12,6304,Citibank S.A.,Country Control and Compliance Officer,"Management/Gestion, Finance, Comptabilité et Commerce"
13,6356,Secteur prive,Assistante Administrative,Marketing
14,6332,Action Aid,Part time fundraising and communication Officer,Communication et Journalisme
15,6320,FAO,Adjoint au programme,Agriculture – Agroalimentaire
16,6319,URC,Conseiller Senior en Maladies Infectieuses,Santé et Professions médicales
17,6102,ZL/PIH,Spécialiste en Développement de Curriculum,Sciences de l’Education
18,6343,Croix Rouge Americaine,Procurement Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
19,6317,USAID|Haiti/AVANSE,Grants Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
20,6318,USAID|Haiti/AVANSE,Spécialiste en Genre,Sciences Humaines et Sociales
21,6315,Good Neighbors International,Assistant Administratif,"Management/Gestion, Finance, Comptabilité et Commerce"
22,6325,Croix Rouge Americaine,Assistant Administratif et Financier,"Management/Gestion, Finance, Comptabilité et Commerce"
23,6326,Croix Rouge Americaine,Techniciens de Surface,Transport et Logistique
24,6327,Croix Rouge Americaine,Chauffeur de la Sous-Délégation du Nord,Transport et Logistique
25,6331,Action Aid,Part time M&E  officer,Sciences Humaines et Sociales
26,6323,Futures Group International,Consultant en appui au secrétariat du CIDP,Droit
27,6322,FHI,Chief of Party,Sciences de l’Education
28,6312,MSI - KONEKTE,Assistante Administrative,Secrétariat
29,6295,CRS,Coordonnateur d’Organisation d’Achats Groupé,Santé et Professions médicales
30,6310,Action Aid,Project Officer,Agriculture – Agroalimentaire
31,6309,EDM,Comptable,"Management/Gestion, Finance, Comptabilité et Commerce"
32,6306,Build Change,Assistant Coordonnateur REZO,Sciences de l’Ingénieur
33,6300,UMCOR,Senior Operations Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
34,6301,USAID|Haiti/AVANSE,Subcontracts Officer,"Management/Gestion, Finance, Comptabilité et Commerce"
35,6303,USAID|Haiti/AVANSE,Technical Writer/Editor/Translator,Langues et Lettres
36,6278,Terre Sans Frontières,Responsable des constructions,Sciences de l’Ingénieur
37,6314,MFH,Project Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
38,6307,FAES,Spécialiste en Suivi et Évaluation et Système d’Information,"Management/Gestion, Finance, Comptabilité et Commerce"
39,6289,CARE Haiti,Directeur (trice) Adjoint(e) Opérations Programme Kore Lavi,Sciences économiques et politiques
40,6290,CARE Haiti,Coordonnateur de terrain,Sciences Humaines et Sociales
41,6291,CARE Haiti,Agent de Terrain-Tracking de Présence et Retention,Sciences de l’Education
42,6268,Futures Group International,Child Protection Officer,Sciences Humaines et Sociales
43,6294,CRS-Cayes,Project Coordinator Cacao Value Chain,Agriculture – Agroalimentaire
44,5198,Plan International-Haiti,Assistant Comptable,"Management/Gestion, Finance, Comptabilité et Commerce"
45,6287,Concern Worldwide Haiti,Assistant Logisticien,Transport et Logistique
46,6308,MARNDR/PPI-III,Responsable de Suivi-Évaluation,Agriculture – Agroalimentaire
47,5977,GOAL Haiti,Senior Economic Development Officer,Sciences Humaines et Sociales
48,6288,CARE Haiti,Officier de Projet,"Management/Gestion, Finance, Comptabilité et Commerce"
0,6284,Chemonics / IFMS,IT Project Manager,Sciences Informatiques
1,6286,Chemonics / IFMS,Communications Specialist,Communication et Journalisme
2,6281,MSH,"Conseiller Technique FBR, (Financement basé sur les résultats)",Santé et Professions médicales
3,6297,Save the Children en Haiti,Knowledge Sharing Forum Director (Health),Santé et Professions médicales
4,6298,Save the Children en Haiti,South/Grand Anse Field Office Director,"Management/Gestion, Finance, Comptabilité et Commerce"
5,6296,Plan International-Haiti,Communication Strategy Development,Communication et Journalisme
6,6292,Croix Rouge Americaine,Gestionnaire du Développement des Capacités des Branches Nord,"Management/Gestion, Finance, Comptabilité et Commerce"
7,6293,Save the Children en Haiti,Officier Senior/Préscolaire,Sciences de l’Education
8,6280,Help-Ev,Superviseur de Chantier,Sciences de l’Ingénieur
9,6269,ECHO-Haïti,Assistant(e) Administratif(ve),Secrétariat
10,6267,Futures Group International,Officier(re) en support aux Programmes et Genre,Sciences Humaines et Sociales
11,6276,World Vision Haiti,Security Officer,Sécurité
12,6277,Croix Rouge Americaine,Officier Services de Développement des Affaires (SDA) et Formation,"Management/Gestion, Finance, Comptabilité et Commerce"
13,6253,MARNDR/RESEPAG,Spécialiste en environnement,Environnement et Sciences de la Terre
14,6274,Croix Rouge Americaine,GNPD Senior National Program Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
15,6244,CRS,Administration Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
16,6273,CRH,Ingénieur civil,Sciences de l’Ingénieur
17,6265,MARNDR/SECAL,Agroéconomiste,Agriculture – Agroalimentaire
18,6272,Bureau de la Coopération Suisse,Expert (s) en gestion de risques,"Management/Gestion, Finance, Comptabilité et Commerce"
19,6263,Compassion International Haiti,Technical Support Supervisor,"Management/Gestion, Finance, Comptabilité et Commerce"
20,6240,Secteur international,candidats pour la classe du programme 2019 cadets international.,Sécurité
21,6247,Habitat pour l'humanite Haiti,Value Chain Specialist,Sciences Humaines et Sociales
22,6252,MSH,Media Relations Consultancy,Communication et Journalisme
23,6266,Futures Group International,Support Services Officer,"Management/Gestion, Finance, Comptabilité et Commerce"
24,6213,Sevis Finansye Fonkoze S.A.,Spécialiste de crédit Senior,"Management/Gestion, Finance, Comptabilité et Commerce"
25,6282,J/P HRO,Officier Senior  Education,Sciences de l’Education
26,6260,Secteur ong,Comptable Senior,"Management/Gestion, Finance, Comptabilité et Commerce"
27,6261,Global Communities - (formerly CHF),Comptable Senior,"Management/Gestion, Finance, Comptabilité et Commerce"
28,6258,GOAL Haiti,Environnemental Officer,Environnement et Sciences de la Terre
29,6259,GOAL Haiti,Field Agent DRR-Environnement,Environnement et Sciences de la Terre
30,6249,Plan International-Haiti,Manager Sponsorship (Responsable de Parrainage),"Management/Gestion, Finance, Comptabilité et Commerce"
31,6248,Plan International-Haiti,"Policy Advocacy and Communications Officer, Comite de Coordination des ONG (CCO)",Communication et Journalisme
32,6245,URC,Directeur Technique Adjoint du Chef de Projet,"Management/Gestion, Finance, Comptabilité et Commerce"
33,6242,CRS,Urban Livelihoods Program Coordinator,Sciences Humaines et Sociales
34,6243,ECHO-Haïti,Assistant(e) Administratif & Financière,"Management/Gestion, Finance, Comptabilité et Commerce"
35,6191,Plan International-Haiti,Program Unit Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
36,6264,FAO,Chauffeur,Transport et Logistique
37,6256,Futures Group International,Management Advisory Services & Coaching,Consultant/Expert
38,6257,Action Contre la Faim - Haïti,Chargé(e) de Plaidoyer SUN (Scaling Up Nutrition),Santé et Professions médicales
39,6254,ZL/PIH,Pédiatre,Santé et Professions médicales
40,6251,Croix Rouge Americaine,Canaan Social Mobilization Program Manager (National Position),"Management/Gestion, Finance, Comptabilité et Commerce"
41,6246,Palladium Haiti Limited S.A.,Nurse Informatics Officer,Santé et Professions médicales
42,6238,CRS,Coordinateur/trice Adjoint/e projet WASH,Sciences Humaines et Sociales
43,6232,MSH,Consultant Principal pour la définition du PES  auprès de la DOSS/MSPP,Santé et Professions médicales
44,6233,MSH,Consultant Senior en Infrastructure sanitaire auprès de la (DOSS/MSPP),"Architecture, Urbanisme et Aménagement du territoire"
45,6234,MSH,Consultant Senior en standardisation et normalisation de la prestation des services - DOSS/MSPP,Santé et Professions médicales
46,5703,Secteur prive,Secrétaire-Comptable,Secrétariat
47,6255,Chemonics International/Cookstove,Photographe pour Cérémonie de Clôture Programme USAID (Haïti),"Arts, Culture, Design et mode"
48,6228,CDEE,"Consultants juniors en étude de faisabilité  économique, élaboration de plans d'affaires et  ...","Management/Gestion, Finance, Comptabilité et Commerce"
0,6223,Plan International-Haiti,Communication Manager,Communication et Journalisme
1,6224,Plan International-Haiti,Facilitateur de Développement Communautaire,Sciences Humaines et Sociales
2,6217,FLM,Coordonnateur de Programme,Environnement et Sciences de la Terre
3,6239,FAO,"Consultant national, Coordonnateur pour la mise en œuvre de projet",Agriculture – Agroalimentaire
4,6235,Oxfam Intermon,WASH Manager,Santé et Professions médicales
5,6184,Sevis Finansye Fonkoze S.A.,HR Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
6,6250,Mercy Corps Haiti,Consultant en Gestion de Risques et Désastres (GRD),Environnement et Sciences de la Terre
7,6241,GOAL Haiti,Urbanist Officer,"Architecture, Urbanisme et Aménagement du territoire"
8,6216,URC,Spécialiste en Communication et Gestion des Connaissances,Communication et Journalisme
9,6218,J/P HRO,Returns & Relocations Management Consultant,"Management/Gestion, Finance, Comptabilité et Commerce"
10,6196,Mercy Corps Haiti,Consultant - Rural Resilience & Land Management Program Evaluation - Haiti,Agriculture – Agroalimentaire
11,6236,Centre Hospitalo - Universitaire Saint-François de Sales,Gestionnaire de Technologies et de l’Information,Sciences Informatiques
12,6237,GOAL Haiti,Officier Logistique,Transport et Logistique
13,6170,MSH,Laboratory Quantification and Forecasting Assistant,"Management/Gestion, Finance, Comptabilité et Commerce"
14,6231,CARE Haiti,Deputy Chief of Party,Sciences de l’Education
15,6226,WOCCU,Short-Term Consultancy Opportunity– ICT Networking Assessment (Haiti),Sciences Informatiques
16,6230,Centre Hospitalo - Universitaire Saint-François de Sales,Officier des Ressources Humaines,"Management/Gestion, Finance, Comptabilité et Commerce"
17,6214,GOAL Haiti,Logistics Officer,"Management/Gestion, Finance, Comptabilité et Commerce"
18,6155,Secteur ong,Infirmière,Santé et Professions médicales
19,6222,KPK,contrôleur interne,"Management/Gestion, Finance, Comptabilité et Commerce"
20,6219,Secteur prive,Comptable/Auditeur,"Management/Gestion, Finance, Comptabilité et Commerce"
21,6220,Croix Rouge Americaine,Finance Assistant – Port-au-Prince,"Management/Gestion, Finance, Comptabilité et Commerce"
22,6221,Croix Rouge Americaine,Finance Officer - Port-au-Prince,"Management/Gestion, Finance, Comptabilité et Commerce"
23,6215,Secteur international,Officier du Projet,"Management/Gestion, Finance, Comptabilité et Commerce"
24,6197,SOS Villages d'Enfants Haiti,Coordonateurde Formation & de Développement Organisationnel,Sciences de l’Education
25,6198,SOS Villages d'Enfants Haiti,Coordonnateur de Communication,Communication et Journalisme
26,6199,SOS Villages d'Enfants Haiti,Assistant Pédagogique Renforcement Familial,Sciences Humaines et Sociales
27,6200,SOS Villages d'Enfants Haiti,Travailleurs sociaux,Sciences Humaines et Sociales
28,6201,SOS Villages d'Enfants Haiti,Assistant TIC,Sciences Informatiques
29,6202,SOS Villages d'Enfants Haiti,Coordonateur/trice Accueil Familial,Sciences Humaines et Sociales
30,6194,Secteur prive,Responsable des Achats,"Management/Gestion, Finance, Comptabilité et Commerce"
31,6181,Islamic Relief Haiti,Finance Officer,"Management/Gestion, Finance, Comptabilité et Commerce"
32,6171,Netherlands Red Cross,Officier de Projet,Santé et Professions médicales
33,6172,Netherlands Red Cross,Officier des Finances/Administration,"Management/Gestion, Finance, Comptabilité et Commerce"
34,6173,Netherlands Red Cross,Officier Wash,Santé et Professions médicales
35,6225,Global Communities - (formerly CHF),Consultant en Environnement,Environnement et Sciences de la Terre
36,6210,FCM/PCM,Agent de suivi et Chargé de projet en mobilisation fiscale,"Management/Gestion, Finance, Comptabilité et Commerce"
37,6192,FHI/Humanité & Inclusion_ HI,Chef de projet insertion économique,Sciences économiques et politiques
38,6032,Chemonics International / Projustice,Criminal Justice Expert,Droit
39,6205,MSH,Consultant National pour le Développement de la note conceptuelle malaria en Haïti,Santé et Professions médicales
40,6206,MSH,Consultant International pour le Développement de la note conceptuelle malaria en Haïti,Santé et Professions médicales
41,6189,CECI,Secrétaire de direction / Assistante aux projets et au développement de la programmation,Secrétariat
42,6161,FLM,Gender assessment of gender justice and equality and mapping of organizations experienced,Sciences Humaines et Sociales
43,6203,Secteur projet,Spécialiste en Financement Agricole,Agriculture – Agroalimentaire
44,6207,CMMB,SIDALE  Project Officer – Health Systems Strengthening,Santé et Professions médicales
45,6188,Secteur prive,Directeur/trice de la restauration (food and beverage manager),"Tourisme, Hôtellerie et Restauration"
46,6208,MCI,Chef de cuisine,"Tourisme, Hôtellerie et Restauration"
47,6209,MCI,Gestionnaire de Stock,"Management/Gestion, Finance, Comptabilité et Commerce"
48,6195,Mercy Corps Haiti,"Spécialiste en Micro-Crédit, System VSLA et Gestion Financière","Management/Gestion, Finance, Comptabilité et Commerce"
0,6186,Croix Rouge Canadienne,Officier des Ressources Humaines,"Management/Gestion, Finance, Comptabilité et Commerce"
1,6187,Croix Rouge Canadienne,Aide Maintenance,- - Non-defini - -
2,6166,ZL/PIH,HUM Clinical Program Coordinator,Santé et Professions médicales
3,6152,Entrepreneurs du Monde/Palmis Mikwofinans Sosyal,Auditeur Interne,"Management/Gestion, Finance, Comptabilité et Commerce"
4,6146,CRS,Partnership & Church Capacity Strengthening Technical Advisor,"Management/Gestion, Finance, Comptabilité et Commerce"
5,6150,Entrepreneurs du Monde/Palmis Mikwofinans Sosyal,Directeur d'agence,"Management/Gestion, Finance, Comptabilité et Commerce"
6,6111,ACDI-VOCA HQ,Chief of Party,Agriculture – Agroalimentaire
7,6112,ACDI-VOCA HQ,Director of Operations,"Management/Gestion, Finance, Comptabilité et Commerce"
8,6113,ACDI-VOCA HQ,Director of Research,Agriculture – Agroalimentaire
9,6114,ACDI-VOCA HQ,Institution/System Strengthening Expert,"Management/Gestion, Finance, Comptabilité et Commerce"
10,6115,ACDI-VOCA HQ,Agricultural Extension,Agriculture – Agroalimentaire
11,6144,Habitat pour l'humanite Haiti,Value Chain Officer,"Management/Gestion, Finance, Comptabilité et Commerce"
12,6193,MDE/MACAYA,Spécialiste en Passation de marchés,"Management/Gestion, Finance, Comptabilité et Commerce"
13,5839,GOAL Haiti,Monitoring Evaluation & Learning (MEL) Officer –Programme,Sciences Humaines et Sociales
14,6182,Secteur prive,Gestionnaire d'hôtel,"Tourisme, Hôtellerie et Restauration"
15,6177,Plan International-Haiti,Store Keeper,"Management/Gestion, Finance, Comptabilité et Commerce"
16,6141,Habitat pour l'humanite Haiti,Field Engineer,Sciences de l’Ingénieur
17,6142,Habitat pour l'humanite Haiti,Habitat Resource Center Project Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
18,6143,Habitat pour l'humanite Haiti,"Monitoring, Evaluation & Learning Officer","Management/Gestion, Finance, Comptabilité et Commerce"
19,6190,Croix Rouge Americaine,Assistant/e Exécutif/ve,"Management/Gestion, Finance, Comptabilité et Commerce"
20,6169,CRS,Program Manager Education,Sciences de l’Education
21,6095,J/P HRO,Partenaire de formation en: Sonographie/échographie,Santé et Professions médicales
22,6183,Secteur prive,Receptionniste,"Tourisme, Hôtellerie et Restauration"
23,6168,Bureau de la Coopération Suisse,Consultant,"Management/Gestion, Finance, Comptabilité et Commerce"
24,6165,UNESCO,Assistant(e) Administratif (ve) Junior,"Management/Gestion, Finance, Comptabilité et Commerce"
25,6178,Futures Group International,Consultant pour la coordination de formation pour les acteurs judiciaires.,Droit
26,6167,FAO,Consultant National Coordonnateur pour la mise en œuvre  des Bonne Pratiques Agricoles (BPA),Environnement et Sciences de la Terre
27,6116,Oxfam Intermon,Manager pour la Réponse et la Résilience en cas de Désastres,"Management/Gestion, Finance, Comptabilité et Commerce"
28,6175,CFET S.A.,Administration and Facilities Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
29,6130,Compassion International Haiti,Training Supervisor,Sciences de l’Education
30,6131,Compassion International Haiti,Water Sanitation Hygiene (WASH) Specialist,Sciences de l’Ingénieur
31,6123,PADF/HAITI,Director of Agricultural Research,Agriculture – Agroalimentaire
32,6124,PADF/HAITI,Technical Experts - Agriculture,Agriculture – Agroalimentaire
33,6125,PADF/HAITI,Project Director (Chief of Party),Agriculture – Agroalimentaire
34,6126,PADF/HAITI,Agricultural Extension Specialist,Agriculture – Agroalimentaire
35,6133,Good Neighbors International,Income Generation Officer,Agriculture – Agroalimentaire
36,6132,Good Neighbors International,Income Generation Coordinator,Agriculture – Agroalimentaire
37,6134,Good Neighbors International,Sponsorship Service officer,Sciences Humaines et Sociales
38,6135,Good Neighbors International,Operation Department officer,Sciences Humaines et Sociales
39,6163,Mercy Corps Haiti,Spécialiste de Vulgarisation Agricole,Agriculture – Agroalimentaire
40,6145,CRS,Health Supply Chain Management Officer,Santé et Professions médicales
41,6148,GOAL Haiti,Assistant Senior de Mitigation des Risques et Abris d’urgence,Sciences de l’Ingénieur
42,6149,GOAL Haiti,Assistant Senior de Mitigation et des Risques,Sciences de l’Ingénieur
43,6065,CRS-Cayes,Senior Project Accountant,"Management/Gestion, Finance, Comptabilité et Commerce"
44,6147,GOAL Haiti,Manager Urbain de GRD (Urban DRR Manager),Environnement et Sciences de la Terre
45,5881,GOAL Haiti,Infrastructures and Housing  Manager,Sciences de l’Ingénieur
46,6073,MSH,Senior Financial Analyst II,"Management/Gestion, Finance, Comptabilité et Commerce"
47,6076,MSH,Consultant Enquêteur / Vérificateur,Santé et Professions médicales
48,6159,DID,Un (e)  Conseiller (e) Égalité Femmes-Hommes,Sciences Humaines et Sociales
0,6160,DID,Un (e)  Conseiller (e)  technique en  services financiers aux MPME,"Management/Gestion, Finance, Comptabilité et Commerce"
1,6075,MSH,Consultant Enquêteur / Vérificateur,Santé et Professions médicales
2,6153,Secteur prive,Marketing Associate,Marketing
3,6093,Bandaricorp,Responsable Commerce General,Marketing
4,6122,J/P HRO,Supply and Purchasing Coordinator,"Management/Gestion, Finance, Comptabilité et Commerce"
5,6118,AmeriCares Haiti,Program Funding Consultant,"Management/Gestion, Finance, Comptabilité et Commerce"
6,6085,BSF,Evaluation Externe Projet Bibliotaptap,"Management/Gestion, Finance, Comptabilité et Commerce"
7,6069,Secteur prive,Specialiste de Stock,"Management/Gestion, Finance, Comptabilité et Commerce"
8,6154,Croix Rouge Americaine,Call Center Operator,Marketing
9,6158,FAO,Consultant National en Agro-économie,Agriculture – Agroalimentaire
10,6140,Concern Worldwide Haiti,Technicien en Developpement de la Pêche,Agriculture – Agroalimentaire
11,6151,GOAL Haiti,Finance Assistant,"Management/Gestion, Finance, Comptabilité et Commerce"
12,6139,FHI/Humanité & Inclusion_ HI,Référent formation GRD inclusive,Sciences Humaines et Sociales
13,6117,CNFA,Chief of Party,Agriculture – Agroalimentaire
14,6121,FAO,Expert National en Valorisation des Productions,Agriculture – Agroalimentaire
15,6104,ANSH,Exécutif Régional  - Zone Grand Sud,- - Non-defini - -
16,6105,ANSH,Exécutif Régional  - Zone Grand Ouest,- - Non-defini - -
17,6103,MARNDR/RESEPAG,Responsable technique départemental pour le Nord,Agriculture – Agroalimentaire
18,6057,Secteur ong,Travailleur(euse) Social(e),Sciences Humaines et Sociales
19,6164,FHI/Humanité & Inclusion_ HI,Responsable volet projet professionnel,Sciences de l’Education
20,6068,Futures Group International,Expert Consultant-Violence contre les Enfants,Droit
21,6138,Diakonie Katastrophenhilfe,Chargé Transport/Mécanicien,Transport et Logistique
22,6110,FAO,Secrétaire/Appui Administratif et Financier,"Management/Gestion, Finance, Comptabilité et Commerce"
23,6136,FHI/Humanité & Inclusion_ HI,Assistant (e) RH,Secrétariat
24,6119,FHI/Humanité & Inclusion_ HI,Responsable Inclusion,Sciences économiques et politiques
25,6054,Chemonics International / Projustice,Monitoring and Evaluation Officer,Sciences économiques et politiques
26,6055,Chemonics International / Projustice,Reporting Officer & Contracts Assistant,"Management/Gestion, Finance, Comptabilité et Commerce"
27,6051,Secteur prive,Gestionnaire de Contrôle de Qualité,Sciences de l’Ingénieur
28,6120,World Vision Haiti,ICT Coordinator,Sciences Informatiques
29,6096,Oxfam Intermon - PAP,Officier (e) en Administration & Logistique.,"Management/Gestion, Finance, Comptabilité et Commerce"
30,6092,USAID|Haiti/AVANSE,Deputy Chief of Party (DCOP),Agriculture – Agroalimentaire
31,6087,USAID|Haiti/AVANSE,Infrastructure Subcontracts Specialist,"Management/Gestion, Finance, Comptabilité et Commerce"
32,6089,USAID|Haiti/AVANSE,Infrastructure Subcontracts Officer,"Management/Gestion, Finance, Comptabilité et Commerce"
33,6090,USAID|Haiti/AVANSE,Grants Specialist,"Management/Gestion, Finance, Comptabilité et Commerce"
34,6091,USAID|Haiti/AVANSE,Grants Officer,"Management/Gestion, Finance, Comptabilité et Commerce"
35,6044,MSH,Capacity Building Advisor,Santé et Professions médicales
36,6045,MSH,Senior Communications Specialist,Communication et Journalisme
37,6046,MSH,Conseiller(e) Technique Senior en Suivi et Evaluation,Santé et Professions médicales
38,6036,Secteur prive,AutoCAD Expert,"Arts, Culture, Design et mode"
39,6108,Ministère a la Condition Feminine et aux Droits des Femmes,Consultant-e en Analyse de Données,Sciences économiques et politiques
40,6109,Ministère a la Condition Feminine et aux Droits des Femmes,Consultant-e en Base de données,Sciences Informatiques
41,6106,Croix Rouge Americaine,Technical Expert Wash-Community Mobilizer,Santé et Professions médicales
42,6048,MSH,"Senior Technical Advisor Policy, Governance, and Advocacy",Santé et Professions médicales
43,6098,Concern Worldwide Haiti,Stagiaire Interne (Ressources Humaines),Secrétariat
44,6083,MSI - KONEKTE,Ingénieur-agronome,Agriculture – Agroalimentaire
45,6035,Secteur prive,Gestionnaire de la Salle d’échantillons,"Arts, Culture, Design et mode"
46,6031,Living Water International,Human Resources/Administrative Assistant,"Management/Gestion, Finance, Comptabilité et Commerce"
47,6033,Chemonics International / Projustice,Target Jurisdiction Coordinator,Droit
48,6034,CRS,Agro-entreprise & Markets specialist,Agriculture – Agroalimentaire
0,6023,YSBH,Social Business Consultant,"Management/Gestion, Finance, Comptabilité et Commerce"
1,6086,J/P HRO,Formateur HIV/AIDS counseling,Santé et Professions médicales
2,4700,EDM,Vandè endepandan–,Marketing
3,6162,MSH,Administrative Coordinator,Secrétariat
4,6094,Global Communities - (formerly CHF),Public Private Partnership Manager,Sciences économiques et politiques
5,6084,URC,Conseiller VIH/SIDA,Santé et Professions médicales
6,6080,Centre Hospitalo - Universitaire Saint-François de Sales,Gestionnaire en chef de la pharmacie,Santé et Professions médicales
7,6081,Centre Hospitalo - Universitaire Saint-François de Sales,Gestionnaire de Laboratoire d’Hôpital,Santé et Professions médicales
8,6082,LWR,facilitateur pour evaluation de projet,Sciences Humaines et Sociales
9,6061,UNCDF - Better Than Cash Alliance,Constitution d'une liste agréée d'experts - position Coordinateur de écosystème financier numerique,Sciences Humaines et Sociales
10,6059,UMCOR,Chauffeur,Transport et Logistique
11,6074,FHI/Humanité & Inclusion_ HI,Agent Gestion des Risques et des Désastres,Sciences Humaines et Sociales
12,6011,Sevis Finansye Fonkoze S.A.,Assistant Directeur Logistique,"Management/Gestion, Finance, Comptabilité et Commerce"
13,6008,Sevis Finansye Fonkoze S.A.,Executive Manager(s) / Directeur(s) Exécutif,"Management/Gestion, Finance, Comptabilité et Commerce"
14,6079,AVSF,Gestionnaire Comptable,"Management/Gestion, Finance, Comptabilité et Commerce"
15,6072,URC,Conseiller Technique de Santé Mobile,Santé et Professions médicales
16,6067,Secteur international,Coordonateur ou une Coordonnatrice de réseau de Bénévoles,"Management/Gestion, Finance, Comptabilité et Commerce"
17,6070,Mercy Corps Haiti,Consultant en Gestion des Risques et des Désastres,Environnement et Sciences de la Terre
18,6064,Chemonics International/FEWS NET Haiti,Assistante Administrative,"Management/Gestion, Finance, Comptabilité et Commerce"
19,6063,Futures Group International,IT Assistant,Sciences Informatiques
