,id_,institution,post,domaine
2827,12082,WeltHungerHilfe (Agro Action Allemande),Agent Administratif,"Management/Gestion, Finance, Comptabilité et Commerce"
2828,12083,WeltHungerHilfe (Agro Action Allemande),Coordonnateur de terrain,Agriculture – Agroalimentaire
2829,12099,Fondation Serovie,Développeur de site web et d'application mobile,Sciences Informatiques
2830,12098,Secteur prive,Directrice Exécutive,"Management/Gestion, Finance, Comptabilité et Commerce"
2831,12093,FHI/Humanité & Inclusion_ HI,Agent de liaison sécurité,Sécurité
2832,12040,Secteur prive,Responsable Contrôle Interne,"Management/Gestion, Finance, Comptabilité et Commerce"
2833,12078,UTE/MEF,"Officier de Communication du Service Environnement, Santé, Sureté et Social (ESSS) du Parc Industrie",Communication et Journalisme
2834,12075,NGO RH,Conseiller(e) en Planification familiale,Santé et Professions médicales
2835,12037,Secteur ong,Monitoring & Evaluation officer,- - Non-defini - -
2836,12090,Plan International-Haiti,Grants Management Coordinator-Maternity Cover,"Management/Gestion, Finance, Comptabilité et Commerce"
2837,12087,Global Communities - (formerly CHF),Comptable Senior,"Management/Gestion, Finance, Comptabilité et Commerce"
2838,12066,Concern Worldwide Haiti,Agent de terrain,Sciences économiques et politiques
2839,12067,Concern Worldwide Haiti,Chargé (e) de Programme Nutrition,Sciences Humaines et Sociales
2840,12069,Concern Worldwide Haiti,Chargé (e) de Programme Marchés,Sciences Humaines et Sociales
2841,12070,Concern Worldwide Haiti,Chargé (e) de Programme Sécurité Alimentaire et Moyens d’Existence (SAME),Sciences Humaines et Sociales
2842,12119,Solidarites International,Responsable Programme EHA (Port-au-Prince),"Management/Gestion, Finance, Comptabilité et Commerce"
2843,12129,Concern Worldwide Haiti,Chargé de Programme Transfert Monétaire,Sciences Humaines et Sociales
2844,12127,MDM Canada,Responsable Logistique et Sécurité,Transport et Logistique
2845,12135,Plan International-Haiti,M&E Assistant,"Management/Gestion, Finance, Comptabilité et Commerce"
2846,12123,MSH,Assistante Administrative,Secrétariat
2847,12124,MSH,Comptable,"Management/Gestion, Finance, Comptabilité et Commerce"
2848,12120,MSH,Health and Community Engagement Specialist (Full-Time Consutant),Santé et Professions médicales
2849,12085,Secteur prive,Gestionnaire de Stock,"Management/Gestion, Finance, Comptabilité et Commerce"
2850,12118,Caris Foundation International,HIV Technical Lead,Santé et Professions médicales
2851,12128,FONKOZE,Koòdinatè AKSYON pou pwodiksyon riral,Agriculture – Agroalimentaire
2852,12114,Caris Foundation International,Digital Media Specialist,Communication et Journalisme
2853,12101,MDM Canada,Coordonnateur Technique,"Management/Gestion, Finance, Comptabilité et Commerce"
2854,12121,Habitat pour l'humanite Haiti,Lead Infrastructure Retrofit and Coordinator,"Architecture, Urbanisme et Aménagement du territoire"
2855,12115,Caris Foundation International,Child Health Regional Technical Lead,Santé et Professions médicales
2856,12116,Caris Foundation International,Maternal Health Regional Technical Lead,Santé et Professions médicales
2857,12105,GOAL Haiti,Resilience Partnership and Learning Manager,Environnement et Sciences de la Terre
2858,12106,GOAL Haiti,Infrastructures Manager,Sciences de l’Ingénieur
2859,12107,PPSELD,Administrative Advisor,"Management/Gestion, Finance, Comptabilité et Commerce"
2860,12103,PNUD Haiti,Assistant (e) Administratif (ve)/RCO,Secrétariat
2861,12080,Secteur prive,Assistant Comptable Analytique,"Management/Gestion, Finance, Comptabilité et Commerce"
2862,12077,Secteur ong,Software Developer,- - Non-defini - -
2863,12117,Plan International-Haiti,Nutrition Officer,Santé et Professions médicales
2864,12109,FEJ,Coordonnateur (trice),Sciences de l’Education
2865,12110,FEJ,Ingénieur en batiment,"Architecture, Urbanisme et Aménagement du territoire"
2866,12108,Expertise France,Inspecteurs en bâtiments (H/F),"Architecture, Urbanisme et Aménagement du territoire"
2867,12091,HAS,Pharmacien/ne,Santé et Professions médicales
2868,12111,Habitat pour l'humanite Haiti,Ingenieur de Terrain,"Architecture, Urbanisme et Aménagement du territoire"
2869,12112,Habitat pour l'humanite Haiti,Mobilisateur Communautaire,Sciences Humaines et Sociales
2870,12086,Plan International-Haiti,Country Finance Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
2871,12054,Secteur prive,Brand Manager,Marketing
2872,12102,CCM HAITI,Assistante Administrative,"Management/Gestion, Finance, Comptabilité et Commerce"
2873,12097,UTE/MEF,Consultant individuel,Sciences de l’Ingénieur
2874,12088,Netherlands Red Cross,Agronome Terrain,Agriculture – Agroalimentaire
2875,12089,Save the Children en Haiti,Coordonateur (trice) du Programme d’Urgence dans le Sud et la Grand’Anse,"Management/Gestion, Finance, Comptabilité et Commerce"
2876,12082,WeltHungerHilfe (Agro Action Allemande),Agent Administratif,"Management/Gestion, Finance, Comptabilité et Commerce"
2877,12083,WeltHungerHilfe (Agro Action Allemande),Coordonnateur de terrain,Agriculture – Agroalimentaire
2878,12099,Fondation Serovie,Développeur de site web et d'application mobile,Sciences Informatiques
2879,12098,Secteur prive,Directrice Exécutive,"Management/Gestion, Finance, Comptabilité et Commerce"
2880,12093,FHI/Humanité & Inclusion_ HI,Agent de liaison sécurité,Sécurité
2881,12040,Secteur prive,Responsable Contrôle Interne,"Management/Gestion, Finance, Comptabilité et Commerce"
2882,12078,UTE/MEF,"Officier de Communication du Service Environnement, Santé, Sureté et Social (ESSS) du Parc Industrie",Communication et Journalisme
2883,12075,NGO RH,Conseiller(e) en Planification familiale,Santé et Professions médicales
2884,12037,Secteur ong,Monitoring & Evaluation officer,- - Non-defini - -
2885,12090,Plan International-Haiti,Grants Management Coordinator-Maternity Cover,"Management/Gestion, Finance, Comptabilité et Commerce"
2886,12087,Global Communities - (formerly CHF),Comptable Senior,"Management/Gestion, Finance, Comptabilité et Commerce"
2887,12066,Concern Worldwide Haiti,Agent de terrain,Sciences économiques et politiques
2888,12067,Concern Worldwide Haiti,Chargé (e) de Programme Nutrition,Sciences Humaines et Sociales
2889,12069,Concern Worldwide Haiti,Chargé (e) de Programme Marchés,Sciences Humaines et Sociales
2890,12070,Concern Worldwide Haiti,Chargé (e) de Programme Sécurité Alimentaire et Moyens d’Existence (SAME),Sciences Humaines et Sociales
2891,12119,Solidarites International,Responsable Programme EHA (Port-au-Prince),"Management/Gestion, Finance, Comptabilité et Commerce"
2892,12129,Concern Worldwide Haiti,Chargé de Programme Transfert Monétaire,Sciences Humaines et Sociales
2893,12127,MDM Canada,Responsable Logistique et Sécurité,Transport et Logistique
2894,12135,Plan International-Haiti,M&E Assistant,"Management/Gestion, Finance, Comptabilité et Commerce"
2895,12123,MSH,Assistante Administrative,Secrétariat
2896,12124,MSH,Comptable,"Management/Gestion, Finance, Comptabilité et Commerce"
2897,12120,MSH,Health and Community Engagement Specialist (Full-Time Consutant),Santé et Professions médicales
2898,12085,Secteur prive,Gestionnaire de Stock,"Management/Gestion, Finance, Comptabilité et Commerce"
2899,12118,Caris Foundation International,HIV Technical Lead,Santé et Professions médicales
2900,12128,FONKOZE,Koòdinatè AKSYON pou pwodiksyon riral,Agriculture – Agroalimentaire
2901,12114,Caris Foundation International,Digital Media Specialist,Communication et Journalisme
2902,12101,MDM Canada,Coordonnateur Technique,"Management/Gestion, Finance, Comptabilité et Commerce"
2903,12121,Habitat pour l'humanite Haiti,Lead Infrastructure Retrofit and Coordinator,"Architecture, Urbanisme et Aménagement du territoire"
2904,12115,Caris Foundation International,Child Health Regional Technical Lead,Santé et Professions médicales
2905,12116,Caris Foundation International,Maternal Health Regional Technical Lead,Santé et Professions médicales
2906,12105,GOAL Haiti,Resilience Partnership and Learning Manager,Environnement et Sciences de la Terre
2907,12106,GOAL Haiti,Infrastructures Manager,Sciences de l’Ingénieur
2908,12107,PPSELD,Administrative Advisor,"Management/Gestion, Finance, Comptabilité et Commerce"
2909,12103,PNUD Haiti,Assistant (e) Administratif (ve)/RCO,Secrétariat
2910,12080,Secteur prive,Assistant Comptable Analytique,"Management/Gestion, Finance, Comptabilité et Commerce"
2911,12077,Secteur ong,Software Developer,- - Non-defini - -
2912,12117,Plan International-Haiti,Nutrition Officer,Santé et Professions médicales
2913,12109,FEJ,Coordonnateur (trice),Sciences de l’Education
2914,12110,FEJ,Ingénieur en batiment,"Architecture, Urbanisme et Aménagement du territoire"
2915,12108,Expertise France,Inspecteurs en bâtiments (H/F),"Architecture, Urbanisme et Aménagement du territoire"
2916,12091,HAS,Pharmacien/ne,Santé et Professions médicales
2917,12111,Habitat pour l'humanite Haiti,Ingenieur de Terrain,"Architecture, Urbanisme et Aménagement du territoire"
2918,12112,Habitat pour l'humanite Haiti,Mobilisateur Communautaire,Sciences Humaines et Sociales
2919,12086,Plan International-Haiti,Country Finance Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
2920,12054,Secteur prive,Brand Manager,Marketing
2921,12102,CCM HAITI,Assistante Administrative,"Management/Gestion, Finance, Comptabilité et Commerce"
2922,12097,UTE/MEF,Consultant individuel,Sciences de l’Ingénieur
2923,12088,Netherlands Red Cross,Agronome Terrain,Agriculture – Agroalimentaire
2924,12089,Save the Children en Haiti,Coordonateur (trice) du Programme d’Urgence dans le Sud et la Grand’Anse,"Management/Gestion, Finance, Comptabilité et Commerce"
2925,12082,WeltHungerHilfe (Agro Action Allemande),Agent Administratif,"Management/Gestion, Finance, Comptabilité et Commerce"
2926,12083,WeltHungerHilfe (Agro Action Allemande),Coordonnateur de terrain,Agriculture – Agroalimentaire
2927,12099,Fondation Serovie,Développeur de site web et d'application mobile,Sciences Informatiques
2928,12098,Secteur prive,Directrice Exécutive,"Management/Gestion, Finance, Comptabilité et Commerce"
2929,12093,FHI/Humanité & Inclusion_ HI,Agent de liaison sécurité,Sécurité
2930,12040,Secteur prive,Responsable Contrôle Interne,"Management/Gestion, Finance, Comptabilité et Commerce"
2931,12078,UTE/MEF,"Officier de Communication du Service Environnement, Santé, Sureté et Social (ESSS) du Parc Industrie",Communication et Journalisme
2932,12075,NGO RH,Conseiller(e) en Planification familiale,Santé et Professions médicales
2933,12037,Secteur ong,Monitoring & Evaluation officer,- - Non-defini - -
2934,12090,Plan International-Haiti,Grants Management Coordinator-Maternity Cover,"Management/Gestion, Finance, Comptabilité et Commerce"
2935,12087,Global Communities - (formerly CHF),Comptable Senior,"Management/Gestion, Finance, Comptabilité et Commerce"
2936,12066,Concern Worldwide Haiti,Agent de terrain,Sciences économiques et politiques
2937,12067,Concern Worldwide Haiti,Chargé (e) de Programme Nutrition,Sciences Humaines et Sociales
2938,12069,Concern Worldwide Haiti,Chargé (e) de Programme Marchés,Sciences Humaines et Sociales
2939,12070,Concern Worldwide Haiti,Chargé (e) de Programme Sécurité Alimentaire et Moyens d’Existence (SAME),Sciences Humaines et Sociales
2940,12119,Solidarites International,Responsable Programme EHA (Port-au-Prince),"Management/Gestion, Finance, Comptabilité et Commerce"
2941,12129,Concern Worldwide Haiti,Chargé de Programme Transfert Monétaire,Sciences Humaines et Sociales
2942,12127,MDM Canada,Responsable Logistique et Sécurité,Transport et Logistique
2943,12135,Plan International-Haiti,M&E Assistant,"Management/Gestion, Finance, Comptabilité et Commerce"
2944,12123,MSH,Assistante Administrative,Secrétariat
2945,12124,MSH,Comptable,"Management/Gestion, Finance, Comptabilité et Commerce"
2946,12120,MSH,Health and Community Engagement Specialist (Full-Time Consutant),Santé et Professions médicales
2947,12085,Secteur prive,Gestionnaire de Stock,"Management/Gestion, Finance, Comptabilité et Commerce"
2948,12118,Caris Foundation International,HIV Technical Lead,Santé et Professions médicales
2949,12128,FONKOZE,Koòdinatè AKSYON pou pwodiksyon riral,Agriculture – Agroalimentaire
2950,12114,Caris Foundation International,Digital Media Specialist,Communication et Journalisme
2951,12101,MDM Canada,Coordonnateur Technique,"Management/Gestion, Finance, Comptabilité et Commerce"
2952,12121,Habitat pour l'humanite Haiti,Lead Infrastructure Retrofit and Coordinator,"Architecture, Urbanisme et Aménagement du territoire"
2953,12115,Caris Foundation International,Child Health Regional Technical Lead,Santé et Professions médicales
2954,12116,Caris Foundation International,Maternal Health Regional Technical Lead,Santé et Professions médicales
2955,12105,GOAL Haiti,Resilience Partnership and Learning Manager,Environnement et Sciences de la Terre
2956,12106,GOAL Haiti,Infrastructures Manager,Sciences de l’Ingénieur
2957,12107,PPSELD,Administrative Advisor,"Management/Gestion, Finance, Comptabilité et Commerce"
2958,12103,PNUD Haiti,Assistant (e) Administratif (ve)/RCO,Secrétariat
2959,12080,Secteur prive,Assistant Comptable Analytique,"Management/Gestion, Finance, Comptabilité et Commerce"
2960,12077,Secteur ong,Software Developer,- - Non-defini - -
2961,12117,Plan International-Haiti,Nutrition Officer,Santé et Professions médicales
2962,12109,FEJ,Coordonnateur (trice),Sciences de l’Education
2963,12110,FEJ,Ingénieur en batiment,"Architecture, Urbanisme et Aménagement du territoire"
2964,12108,Expertise France,Inspecteurs en bâtiments (H/F),"Architecture, Urbanisme et Aménagement du territoire"
2965,12091,HAS,Pharmacien/ne,Santé et Professions médicales
2966,12111,Habitat pour l'humanite Haiti,Ingenieur de Terrain,"Architecture, Urbanisme et Aménagement du territoire"
2967,12112,Habitat pour l'humanite Haiti,Mobilisateur Communautaire,Sciences Humaines et Sociales
2968,12086,Plan International-Haiti,Country Finance Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
2969,12054,Secteur prive,Brand Manager,Marketing
2970,12102,CCM HAITI,Assistante Administrative,"Management/Gestion, Finance, Comptabilité et Commerce"
2971,12097,UTE/MEF,Consultant individuel,Sciences de l’Ingénieur
2972,12088,Netherlands Red Cross,Agronome Terrain,Agriculture – Agroalimentaire
2973,12089,Save the Children en Haiti,Coordonateur (trice) du Programme d’Urgence dans le Sud et la Grand’Anse,"Management/Gestion, Finance, Comptabilité et Commerce"
2974,12082,WeltHungerHilfe (Agro Action Allemande),Agent Administratif,"Management/Gestion, Finance, Comptabilité et Commerce"
2975,12083,WeltHungerHilfe (Agro Action Allemande),Coordonnateur de terrain,Agriculture – Agroalimentaire
2976,12099,Fondation Serovie,Développeur de site web et d'application mobile,Sciences Informatiques
2977,12098,Secteur prive,Directrice Exécutive,"Management/Gestion, Finance, Comptabilité et Commerce"
2978,12093,FHI/Humanité & Inclusion_ HI,Agent de liaison sécurité,Sécurité
2979,12040,Secteur prive,Responsable Contrôle Interne,"Management/Gestion, Finance, Comptabilité et Commerce"
2980,12078,UTE/MEF,"Officier de Communication du Service Environnement, Santé, Sureté et Social (ESSS) du Parc Industrie",Communication et Journalisme
2981,12075,NGO RH,Conseiller(e) en Planification familiale,Santé et Professions médicales
2982,12037,Secteur ong,Monitoring & Evaluation officer,- - Non-defini - -
2983,12090,Plan International-Haiti,Grants Management Coordinator-Maternity Cover,"Management/Gestion, Finance, Comptabilité et Commerce"
2984,12087,Global Communities - (formerly CHF),Comptable Senior,"Management/Gestion, Finance, Comptabilité et Commerce"
2985,12066,Concern Worldwide Haiti,Agent de terrain,Sciences économiques et politiques
2986,12067,Concern Worldwide Haiti,Chargé (e) de Programme Nutrition,Sciences Humaines et Sociales
2987,12069,Concern Worldwide Haiti,Chargé (e) de Programme Marchés,Sciences Humaines et Sociales
2988,12070,Concern Worldwide Haiti,Chargé (e) de Programme Sécurité Alimentaire et Moyens d’Existence (SAME),Sciences Humaines et Sociales
2989,12119,Solidarites International,Responsable Programme EHA (Port-au-Prince),"Management/Gestion, Finance, Comptabilité et Commerce"
2990,12129,Concern Worldwide Haiti,Chargé de Programme Transfert Monétaire,Sciences Humaines et Sociales
2991,12127,MDM Canada,Responsable Logistique et Sécurité,Transport et Logistique
2992,12135,Plan International-Haiti,M&E Assistant,"Management/Gestion, Finance, Comptabilité et Commerce"
2993,12123,MSH,Assistante Administrative,Secrétariat
2994,12124,MSH,Comptable,"Management/Gestion, Finance, Comptabilité et Commerce"
2995,12120,MSH,Health and Community Engagement Specialist (Full-Time Consutant),Santé et Professions médicales
2996,12085,Secteur prive,Gestionnaire de Stock,"Management/Gestion, Finance, Comptabilité et Commerce"
2997,12118,Caris Foundation International,HIV Technical Lead,Santé et Professions médicales
2998,12128,FONKOZE,Koòdinatè AKSYON pou pwodiksyon riral,Agriculture – Agroalimentaire
2999,12114,Caris Foundation International,Digital Media Specialist,Communication et Journalisme
3000,12101,MDM Canada,Coordonnateur Technique,"Management/Gestion, Finance, Comptabilité et Commerce"
3001,12121,Habitat pour l'humanite Haiti,Lead Infrastructure Retrofit and Coordinator,"Architecture, Urbanisme et Aménagement du territoire"
3002,12115,Caris Foundation International,Child Health Regional Technical Lead,Santé et Professions médicales
3003,12116,Caris Foundation International,Maternal Health Regional Technical Lead,Santé et Professions médicales
3004,12105,GOAL Haiti,Resilience Partnership and Learning Manager,Environnement et Sciences de la Terre
3005,12106,GOAL Haiti,Infrastructures Manager,Sciences de l’Ingénieur
3006,12107,PPSELD,Administrative Advisor,"Management/Gestion, Finance, Comptabilité et Commerce"
3007,12103,PNUD Haiti,Assistant (e) Administratif (ve)/RCO,Secrétariat
3008,12080,Secteur prive,Assistant Comptable Analytique,"Management/Gestion, Finance, Comptabilité et Commerce"
3009,12077,Secteur ong,Software Developer,- - Non-defini - -
3010,12117,Plan International-Haiti,Nutrition Officer,Santé et Professions médicales
3011,12109,FEJ,Coordonnateur (trice),Sciences de l’Education
3012,12110,FEJ,Ingénieur en batiment,"Architecture, Urbanisme et Aménagement du territoire"
3013,12108,Expertise France,Inspecteurs en bâtiments (H/F),"Architecture, Urbanisme et Aménagement du territoire"
3014,12091,HAS,Pharmacien/ne,Santé et Professions médicales
3015,12111,Habitat pour l'humanite Haiti,Ingenieur de Terrain,"Architecture, Urbanisme et Aménagement du territoire"
3016,12112,Habitat pour l'humanite Haiti,Mobilisateur Communautaire,Sciences Humaines et Sociales
3017,12086,Plan International-Haiti,Country Finance Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
3018,12054,Secteur prive,Brand Manager,Marketing
3019,12102,CCM HAITI,Assistante Administrative,"Management/Gestion, Finance, Comptabilité et Commerce"
3020,12097,UTE/MEF,Consultant individuel,Sciences de l’Ingénieur
3021,12088,Netherlands Red Cross,Agronome Terrain,Agriculture – Agroalimentaire
3022,12089,Save the Children en Haiti,Coordonateur (trice) du Programme d’Urgence dans le Sud et la Grand’Anse,"Management/Gestion, Finance, Comptabilité et Commerce"
3023,12082,WeltHungerHilfe (Agro Action Allemande),Agent Administratif,"Management/Gestion, Finance, Comptabilité et Commerce"
3024,12083,WeltHungerHilfe (Agro Action Allemande),Coordonnateur de terrain,Agriculture – Agroalimentaire
3025,12099,Fondation Serovie,Développeur de site web et d'application mobile,Sciences Informatiques
3026,12098,Secteur prive,Directrice Exécutive,"Management/Gestion, Finance, Comptabilité et Commerce"
3027,12093,FHI/Humanité & Inclusion_ HI,Agent de liaison sécurité,Sécurité
3028,12040,Secteur prive,Responsable Contrôle Interne,"Management/Gestion, Finance, Comptabilité et Commerce"
3029,12078,UTE/MEF,"Officier de Communication du Service Environnement, Santé, Sureté et Social (ESSS) du Parc Industrie",Communication et Journalisme
3030,12075,NGO RH,Conseiller(e) en Planification familiale,Santé et Professions médicales
3031,12037,Secteur ong,Monitoring & Evaluation officer,- - Non-defini - -
3032,12090,Plan International-Haiti,Grants Management Coordinator-Maternity Cover,"Management/Gestion, Finance, Comptabilité et Commerce"
3033,12087,Global Communities - (formerly CHF),Comptable Senior,"Management/Gestion, Finance, Comptabilité et Commerce"
3034,12066,Concern Worldwide Haiti,Agent de terrain,Sciences économiques et politiques
3035,12067,Concern Worldwide Haiti,Chargé (e) de Programme Nutrition,Sciences Humaines et Sociales
3036,12069,Concern Worldwide Haiti,Chargé (e) de Programme Marchés,Sciences Humaines et Sociales
3037,12070,Concern Worldwide Haiti,Chargé (e) de Programme Sécurité Alimentaire et Moyens d’Existence (SAME),Sciences Humaines et Sociales
3038,12119,Solidarites International,Responsable Programme EHA (Port-au-Prince),"Management/Gestion, Finance, Comptabilité et Commerce"
3039,12129,Concern Worldwide Haiti,Chargé de Programme Transfert Monétaire,Sciences Humaines et Sociales
3040,12127,MDM Canada,Responsable Logistique et Sécurité,Transport et Logistique
3041,12135,Plan International-Haiti,M&E Assistant,"Management/Gestion, Finance, Comptabilité et Commerce"
3042,12123,MSH,Assistante Administrative,Secrétariat
3043,12124,MSH,Comptable,"Management/Gestion, Finance, Comptabilité et Commerce"
3044,12120,MSH,Health and Community Engagement Specialist (Full-Time Consutant),Santé et Professions médicales
3045,12085,Secteur prive,Gestionnaire de Stock,"Management/Gestion, Finance, Comptabilité et Commerce"
3046,12118,Caris Foundation International,HIV Technical Lead,Santé et Professions médicales
3047,12128,FONKOZE,Koòdinatè AKSYON pou pwodiksyon riral,Agriculture – Agroalimentaire
3048,12114,Caris Foundation International,Digital Media Specialist,Communication et Journalisme
3049,12101,MDM Canada,Coordonnateur Technique,"Management/Gestion, Finance, Comptabilité et Commerce"
3050,12121,Habitat pour l'humanite Haiti,Lead Infrastructure Retrofit and Coordinator,"Architecture, Urbanisme et Aménagement du territoire"
3051,12115,Caris Foundation International,Child Health Regional Technical Lead,Santé et Professions médicales
3052,12116,Caris Foundation International,Maternal Health Regional Technical Lead,Santé et Professions médicales
3053,12105,GOAL Haiti,Resilience Partnership and Learning Manager,Environnement et Sciences de la Terre
3054,12106,GOAL Haiti,Infrastructures Manager,Sciences de l’Ingénieur
3055,12107,PPSELD,Administrative Advisor,"Management/Gestion, Finance, Comptabilité et Commerce"
3056,12103,PNUD Haiti,Assistant (e) Administratif (ve)/RCO,Secrétariat
3057,12080,Secteur prive,Assistant Comptable Analytique,"Management/Gestion, Finance, Comptabilité et Commerce"
3058,12077,Secteur ong,Software Developer,- - Non-defini - -
3059,12117,Plan International-Haiti,Nutrition Officer,Santé et Professions médicales
3060,12109,FEJ,Coordonnateur (trice),Sciences de l’Education
3061,12110,FEJ,Ingénieur en batiment,"Architecture, Urbanisme et Aménagement du territoire"
3062,12108,Expertise France,Inspecteurs en bâtiments (H/F),"Architecture, Urbanisme et Aménagement du territoire"
3063,12091,HAS,Pharmacien/ne,Santé et Professions médicales
3064,12111,Habitat pour l'humanite Haiti,Ingenieur de Terrain,"Architecture, Urbanisme et Aménagement du territoire"
3065,12112,Habitat pour l'humanite Haiti,Mobilisateur Communautaire,Sciences Humaines et Sociales
3066,12086,Plan International-Haiti,Country Finance Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
3067,12054,Secteur prive,Brand Manager,Marketing
3068,12102,CCM HAITI,Assistante Administrative,"Management/Gestion, Finance, Comptabilité et Commerce"
3069,12097,UTE/MEF,Consultant individuel,Sciences de l’Ingénieur
3070,12088,Netherlands Red Cross,Agronome Terrain,Agriculture – Agroalimentaire
3071,12089,Save the Children en Haiti,Coordonateur (trice) du Programme d’Urgence dans le Sud et la Grand’Anse,"Management/Gestion, Finance, Comptabilité et Commerce"
3072,12082,WeltHungerHilfe (Agro Action Allemande),Agent Administratif,"Management/Gestion, Finance, Comptabilité et Commerce"
3073,12083,WeltHungerHilfe (Agro Action Allemande),Coordonnateur de terrain,Agriculture – Agroalimentaire
3074,12099,Fondation Serovie,Développeur de site web et d'application mobile,Sciences Informatiques
3075,12098,Secteur prive,Directrice Exécutive,"Management/Gestion, Finance, Comptabilité et Commerce"
3076,12093,FHI/Humanité & Inclusion_ HI,Agent de liaison sécurité,Sécurité
3077,12040,Secteur prive,Responsable Contrôle Interne,"Management/Gestion, Finance, Comptabilité et Commerce"
3078,12078,UTE/MEF,"Officier de Communication du Service Environnement, Santé, Sureté et Social (ESSS) du Parc Industrie",Communication et Journalisme
3079,12075,NGO RH,Conseiller(e) en Planification familiale,Santé et Professions médicales
3080,12037,Secteur ong,Monitoring & Evaluation officer,- - Non-defini - -
3081,12090,Plan International-Haiti,Grants Management Coordinator-Maternity Cover,"Management/Gestion, Finance, Comptabilité et Commerce"
3082,12087,Global Communities - (formerly CHF),Comptable Senior,"Management/Gestion, Finance, Comptabilité et Commerce"
3083,12066,Concern Worldwide Haiti,Agent de terrain,Sciences économiques et politiques
3084,12067,Concern Worldwide Haiti,Chargé (e) de Programme Nutrition,Sciences Humaines et Sociales
3085,12069,Concern Worldwide Haiti,Chargé (e) de Programme Marchés,Sciences Humaines et Sociales
3086,12070,Concern Worldwide Haiti,Chargé (e) de Programme Sécurité Alimentaire et Moyens d’Existence (SAME),Sciences Humaines et Sociales
3087,12119,Solidarites International,Responsable Programme EHA (Port-au-Prince),"Management/Gestion, Finance, Comptabilité et Commerce"
3088,12129,Concern Worldwide Haiti,Chargé de Programme Transfert Monétaire,Sciences Humaines et Sociales
3089,12127,MDM Canada,Responsable Logistique et Sécurité,Transport et Logistique
3090,12135,Plan International-Haiti,M&E Assistant,"Management/Gestion, Finance, Comptabilité et Commerce"
3091,12123,MSH,Assistante Administrative,Secrétariat
3092,12124,MSH,Comptable,"Management/Gestion, Finance, Comptabilité et Commerce"
3093,12120,MSH,Health and Community Engagement Specialist (Full-Time Consutant),Santé et Professions médicales
3094,12085,Secteur prive,Gestionnaire de Stock,"Management/Gestion, Finance, Comptabilité et Commerce"
3095,12118,Caris Foundation International,HIV Technical Lead,Santé et Professions médicales
3096,12128,FONKOZE,Koòdinatè AKSYON pou pwodiksyon riral,Agriculture – Agroalimentaire
3097,12114,Caris Foundation International,Digital Media Specialist,Communication et Journalisme
3098,12101,MDM Canada,Coordonnateur Technique,"Management/Gestion, Finance, Comptabilité et Commerce"
3099,12121,Habitat pour l'humanite Haiti,Lead Infrastructure Retrofit and Coordinator,"Architecture, Urbanisme et Aménagement du territoire"
3100,12115,Caris Foundation International,Child Health Regional Technical Lead,Santé et Professions médicales
3101,12116,Caris Foundation International,Maternal Health Regional Technical Lead,Santé et Professions médicales
3102,12105,GOAL Haiti,Resilience Partnership and Learning Manager,Environnement et Sciences de la Terre
3103,12106,GOAL Haiti,Infrastructures Manager,Sciences de l’Ingénieur
3104,12107,PPSELD,Administrative Advisor,"Management/Gestion, Finance, Comptabilité et Commerce"
3105,12103,PNUD Haiti,Assistant (e) Administratif (ve)/RCO,Secrétariat
3106,12080,Secteur prive,Assistant Comptable Analytique,"Management/Gestion, Finance, Comptabilité et Commerce"
3107,12077,Secteur ong,Software Developer,- - Non-defini - -
3108,12117,Plan International-Haiti,Nutrition Officer,Santé et Professions médicales
3109,12109,FEJ,Coordonnateur (trice),Sciences de l’Education
3110,12110,FEJ,Ingénieur en batiment,"Architecture, Urbanisme et Aménagement du territoire"
3111,12108,Expertise France,Inspecteurs en bâtiments (H/F),"Architecture, Urbanisme et Aménagement du territoire"
3112,12091,HAS,Pharmacien/ne,Santé et Professions médicales
3113,12111,Habitat pour l'humanite Haiti,Ingenieur de Terrain,"Architecture, Urbanisme et Aménagement du territoire"
3114,12112,Habitat pour l'humanite Haiti,Mobilisateur Communautaire,Sciences Humaines et Sociales
3115,12086,Plan International-Haiti,Country Finance Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
3116,12054,Secteur prive,Brand Manager,Marketing
3117,12102,CCM HAITI,Assistante Administrative,"Management/Gestion, Finance, Comptabilité et Commerce"
3118,12097,UTE/MEF,Consultant individuel,Sciences de l’Ingénieur
3119,12088,Netherlands Red Cross,Agronome Terrain,Agriculture – Agroalimentaire
3120,12089,Save the Children en Haiti,Coordonateur (trice) du Programme d’Urgence dans le Sud et la Grand’Anse,"Management/Gestion, Finance, Comptabilité et Commerce"
3121,12082,WeltHungerHilfe (Agro Action Allemande),Agent Administratif,"Management/Gestion, Finance, Comptabilité et Commerce"
3122,12083,WeltHungerHilfe (Agro Action Allemande),Coordonnateur de terrain,Agriculture – Agroalimentaire
3123,12099,Fondation Serovie,Développeur de site web et d'application mobile,Sciences Informatiques
3124,12098,Secteur prive,Directrice Exécutive,"Management/Gestion, Finance, Comptabilité et Commerce"
3125,12093,FHI/Humanité & Inclusion_ HI,Agent de liaison sécurité,Sécurité
